2024-09-18 05:13:00 [main] INFO  HiveConf:187 - Found configuration file file:/home/hive/apache-hive-3.1.3-bin/conf/hive-site.xml
2024-09-18 05:13:02 [main] INFO  ContextHandler:921 - Started o.s.j.s.ServletContextHandler@706eab5d{/storage/rdd/json,null,AVAILABLE,@Spark}
2024-09-18 05:13:02 [main] INFO  ContextHandler:921 - Started o.s.j.s.ServletContextHandler@40e60ece{/environment,null,AVAILABLE,@Spark}
2024-09-18 05:13:02 [main] INFO  ContextHandler:921 - Started o.s.j.s.ServletContextHandler@3a230001{/environment/json,null,AVAILABLE,@Spark}
2024-09-18 05:13:02 [main] INFO  ContextHandler:921 - Started o.s.j.s.ServletContextHandler@2aa6311a{/executors,null,AVAILABLE,@Spark}
2024-09-18 05:13:02 [main] INFO  ContextHandler:921 - Started o.s.j.s.ServletContextHandler@249e0271{/executors/json,null,AVAILABLE,@Spark}
2024-09-18 05:13:02 [main] INFO  ContextHandler:921 - Started o.s.j.s.ServletContextHandler@53a665ad{/executors/threadDump,null,AVAILABLE,@Spark}
2024-09-18 05:13:02 [main] INFO  ContextHandler:921 - Started o.s.j.s.ServletContextHandler@78525ef9{/executors/threadDump/json,null,AVAILABLE,@Spark}
2024-09-18 05:13:02 [main] INFO  ContextHandler:921 - Started o.s.j.s.ServletContextHandler@4d654825{/static,null,AVAILABLE,@Spark}
2024-09-18 05:13:02 [main] INFO  ContextHandler:921 - Started o.s.j.s.ServletContextHandler@4339e0de{/,null,AVAILABLE,@Spark}
2024-09-18 05:13:02 [main] INFO  ContextHandler:921 - Started o.s.j.s.ServletContextHandler@61d84e08{/api,null,AVAILABLE,@Spark}
2024-09-18 05:13:02 [main] INFO  ContextHandler:921 - Started o.s.j.s.ServletContextHandler@107f4980{/jobs/job/kill,null,AVAILABLE,@Spark}
2024-09-18 05:13:02 [main] INFO  ContextHandler:921 - Started o.s.j.s.ServletContextHandler@1d540566{/stages/stage/kill,null,AVAILABLE,@Spark}
2024-09-18 05:13:02 [main] INFO  ContextHandler:921 - Started o.s.j.s.ServletContextHandler@3a01773b{/metrics/json,null,AVAILABLE,@Spark}
2024-09-18 05:13:02 [main] INFO  SharedState:60 - Setting hive.metastore.warehouse.dir ('null') to the value of spark.sql.warehouse.dir.
2024-09-18 05:13:02 [main] INFO  SharedState:60 - Warehouse path is 'hdfs://nn:9000/user/hive/warehouse'.
2024-09-18 05:13:02 [main] INFO  ContextHandler:921 - Started o.s.j.s.ServletContextHandler@32e652b6{/SQL,null,AVAILABLE,@Spark}
2024-09-18 05:13:02 [main] INFO  ContextHandler:921 - Started o.s.j.s.ServletContextHandler@7593ea79{/SQL/json,null,AVAILABLE,@Spark}
2024-09-18 05:13:02 [main] INFO  ContextHandler:921 - Started o.s.j.s.ServletContextHandler@68ee3b6d{/SQL/execution,null,AVAILABLE,@Spark}
2024-09-18 05:13:02 [main] INFO  ContextHandler:921 - Started o.s.j.s.ServletContextHandler@2be95d31{/SQL/execution/json,null,AVAILABLE,@Spark}
2024-09-18 05:13:02 [main] INFO  ContextHandler:921 - Started o.s.j.s.ServletContextHandler@a5bbaec{/static/sql,null,AVAILABLE,@Spark}
2024-09-18 05:13:03 [main] INFO  InMemoryFileIndex:60 - It took 16 ms to list leaf files for 1 paths.
2024-09-18 05:13:03 [main] INFO  InMemoryFileIndex:60 - It took 0 ms to list leaf files for 1 paths.
2024-09-18 05:13:04 [main] INFO  FileSourceStrategy:60 - Pushed Filters: 
2024-09-18 05:13:04 [main] INFO  FileSourceStrategy:60 - Post-Scan Filters: (length(trim(value#0, None)) > 0)
2024-09-18 05:13:04 [main] INFO  CodeGenerator:60 - Code generated in 115.202167 ms
2024-09-18 05:13:04 [main] INFO  MemoryStore:60 - Block broadcast_0 stored as values in memory (estimated size 352.4 KiB, free 1146.9 MiB)
2024-09-18 05:13:04 [main] INFO  MemoryStore:60 - Block broadcast_0_piece0 stored as bytes in memory (estimated size 34.2 KiB, free 1146.8 MiB)
2024-09-18 05:13:04 [dispatcher-BlockManagerMaster] INFO  BlockManagerInfo:60 - Added broadcast_0_piece0 in memory on nn:39831 (size: 34.2 KiB, free: 1147.2 MiB)
2024-09-18 05:13:04 [main] INFO  SparkContext:60 - Created broadcast 0 from load at UserActivityETL.java:56
2024-09-18 05:13:04 [main] INFO  FileSourceScanExec:60 - Planning scan with bin packing, max size: 134217728 bytes, open cost is considered as scanning 4194304 bytes.
2024-09-18 05:13:04 [main] INFO  SparkContext:60 - Starting job: load at UserActivityETL.java:56
2024-09-18 05:13:04 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Got job 0 (load at UserActivityETL.java:56) with 1 output partitions
2024-09-18 05:13:04 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Final stage: ResultStage 0 (load at UserActivityETL.java:56)
2024-09-18 05:13:04 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Parents of final stage: List()
2024-09-18 05:13:04 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Missing parents: List()
2024-09-18 05:13:04 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Submitting ResultStage 0 (MapPartitionsRDD[3] at load at UserActivityETL.java:56), which has no missing parents
2024-09-18 05:13:04 [dag-scheduler-event-loop] INFO  MemoryStore:60 - Block broadcast_1 stored as values in memory (estimated size 13.5 KiB, free 1146.8 MiB)
2024-09-18 05:13:04 [dag-scheduler-event-loop] INFO  MemoryStore:60 - Block broadcast_1_piece0 stored as bytes in memory (estimated size 6.4 KiB, free 1146.8 MiB)
2024-09-18 05:13:04 [dispatcher-BlockManagerMaster] INFO  BlockManagerInfo:60 - Added broadcast_1_piece0 in memory on nn:39831 (size: 6.4 KiB, free: 1147.2 MiB)
2024-09-18 05:13:04 [dag-scheduler-event-loop] INFO  SparkContext:60 - Created broadcast 1 from broadcast at DAGScheduler.scala:1585
2024-09-18 05:13:04 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Submitting 1 missing tasks from ResultStage 0 (MapPartitionsRDD[3] at load at UserActivityETL.java:56) (first 15 tasks are for partitions Vector(0))
2024-09-18 05:13:04 [dag-scheduler-event-loop] INFO  TaskSchedulerImpl:60 - Adding task set 0.0 with 1 tasks resource profile 0
2024-09-18 05:13:05 [dispatcher-event-loop-2] INFO  TaskSetManager:60 - Starting task 0.0 in stage 0.0 (TID 0) (nn, executor driver, partition 0, PROCESS_LOCAL, 9599 bytes) 
2024-09-18 05:13:05 [Executor task launch worker for task 0.0 in stage 0.0 (TID 0)] INFO  Executor:60 - Running task 0.0 in stage 0.0 (TID 0)
2024-09-18 05:13:05 [Executor task launch worker for task 0.0 in stage 0.0 (TID 0)] INFO  CodeGenerator:60 - Code generated in 9.142875 ms
2024-09-18 05:13:05 [Executor task launch worker for task 0.0 in stage 0.0 (TID 0)] INFO  FileScanRDD:60 - Reading File path: file:///home/project/data/2019-10.csv, range: 0-134217728, partition values: [empty row]
2024-09-18 05:13:05 [Executor task launch worker for task 0.0 in stage 0.0 (TID 0)] INFO  CodeGenerator:60 - Code generated in 12.359708 ms
2024-09-18 05:13:05 [Executor task launch worker for task 0.0 in stage 0.0 (TID 0)] INFO  Executor:60 - Finished task 0.0 in stage 0.0 (TID 0). 1694 bytes result sent to driver
2024-09-18 05:13:05 [task-result-getter-0] INFO  TaskSetManager:60 - Finished task 0.0 in stage 0.0 (TID 0) in 263 ms on nn (executor driver) (1/1)
2024-09-18 05:13:05 [task-result-getter-0] INFO  TaskSchedulerImpl:60 - Removed TaskSet 0.0, whose tasks have all completed, from pool 
2024-09-18 05:13:05 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - ResultStage 0 (load at UserActivityETL.java:56) finished in 0.338 s
2024-09-18 05:13:05 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Job 0 is finished. Cancelling potential speculative or zombie tasks for this job
2024-09-18 05:13:05 [dag-scheduler-event-loop] INFO  TaskSchedulerImpl:60 - Killing all running tasks in stage 0: Stage finished
2024-09-18 05:13:05 [main] INFO  DAGScheduler:60 - Job 0 finished: load at UserActivityETL.java:56, took 0.369039 s
2024-09-18 05:13:05 [main] INFO  CodeGenerator:60 - Code generated in 7.235667 ms
2024-09-18 05:13:05 [main] INFO  FileSourceStrategy:60 - Pushed Filters: 
2024-09-18 05:13:05 [main] INFO  FileSourceStrategy:60 - Post-Scan Filters: 
2024-09-18 05:13:05 [main] INFO  MemoryStore:60 - Block broadcast_2 stored as values in memory (estimated size 352.4 KiB, free 1146.5 MiB)
2024-09-18 05:13:05 [main] INFO  MemoryStore:60 - Block broadcast_2_piece0 stored as bytes in memory (estimated size 34.2 KiB, free 1146.4 MiB)
2024-09-18 05:13:05 [dispatcher-BlockManagerMaster] INFO  BlockManagerInfo:60 - Added broadcast_2_piece0 in memory on nn:39831 (size: 34.2 KiB, free: 1147.1 MiB)
2024-09-18 05:13:05 [main] INFO  SparkContext:60 - Created broadcast 2 from load at UserActivityETL.java:56
2024-09-18 05:13:05 [main] INFO  FileSourceScanExec:60 - Planning scan with bin packing, max size: 134217728 bytes, open cost is considered as scanning 4194304 bytes.
2024-09-18 05:13:05 [main] INFO  SparkContext:60 - Starting job: load at UserActivityETL.java:56
2024-09-18 05:13:05 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Got job 1 (load at UserActivityETL.java:56) with 43 output partitions
2024-09-18 05:13:05 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Final stage: ResultStage 1 (load at UserActivityETL.java:56)
2024-09-18 05:13:05 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Parents of final stage: List()
2024-09-18 05:13:05 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Missing parents: List()
2024-09-18 05:13:05 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Submitting ResultStage 1 (MapPartitionsRDD[9] at load at UserActivityETL.java:56), which has no missing parents
2024-09-18 05:13:05 [dag-scheduler-event-loop] INFO  MemoryStore:60 - Block broadcast_3 stored as values in memory (estimated size 27.7 KiB, free 1146.4 MiB)
2024-09-18 05:13:05 [dag-scheduler-event-loop] INFO  MemoryStore:60 - Block broadcast_3_piece0 stored as bytes in memory (estimated size 12.7 KiB, free 1146.4 MiB)
2024-09-18 05:13:05 [dispatcher-BlockManagerMaster] INFO  BlockManagerInfo:60 - Added broadcast_3_piece0 in memory on nn:39831 (size: 12.7 KiB, free: 1147.1 MiB)
2024-09-18 05:13:05 [dag-scheduler-event-loop] INFO  SparkContext:60 - Created broadcast 3 from broadcast at DAGScheduler.scala:1585
2024-09-18 05:13:05 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Submitting 43 missing tasks from ResultStage 1 (MapPartitionsRDD[9] at load at UserActivityETL.java:56) (first 15 tasks are for partitions Vector(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14))
2024-09-18 05:13:05 [dag-scheduler-event-loop] INFO  TaskSchedulerImpl:60 - Adding task set 1.0 with 43 tasks resource profile 0
2024-09-18 05:13:05 [dispatcher-event-loop-1] INFO  TaskSetManager:60 - Starting task 0.0 in stage 1.0 (TID 1) (nn, executor driver, partition 0, PROCESS_LOCAL, 9599 bytes) 
2024-09-18 05:13:05 [dispatcher-event-loop-1] INFO  TaskSetManager:60 - Starting task 1.0 in stage 1.0 (TID 2) (nn, executor driver, partition 1, PROCESS_LOCAL, 9599 bytes) 
2024-09-18 05:13:05 [dispatcher-event-loop-1] INFO  TaskSetManager:60 - Starting task 2.0 in stage 1.0 (TID 3) (nn, executor driver, partition 2, PROCESS_LOCAL, 9599 bytes) 
2024-09-18 05:13:05 [dispatcher-event-loop-1] INFO  TaskSetManager:60 - Starting task 3.0 in stage 1.0 (TID 4) (nn, executor driver, partition 3, PROCESS_LOCAL, 9599 bytes) 
2024-09-18 05:13:05 [Executor task launch worker for task 0.0 in stage 1.0 (TID 1)] INFO  Executor:60 - Running task 0.0 in stage 1.0 (TID 1)
2024-09-18 05:13:05 [Executor task launch worker for task 2.0 in stage 1.0 (TID 3)] INFO  Executor:60 - Running task 2.0 in stage 1.0 (TID 3)
2024-09-18 05:13:05 [Executor task launch worker for task 1.0 in stage 1.0 (TID 2)] INFO  Executor:60 - Running task 1.0 in stage 1.0 (TID 2)
2024-09-18 05:13:05 [Executor task launch worker for task 3.0 in stage 1.0 (TID 4)] INFO  Executor:60 - Running task 3.0 in stage 1.0 (TID 4)
2024-09-18 05:13:05 [dispatcher-BlockManagerMaster] INFO  BlockManagerInfo:60 - Removed broadcast_1_piece0 on nn:39831 in memory (size: 6.4 KiB, free: 1147.1 MiB)
2024-09-18 05:13:05 [Executor task launch worker for task 3.0 in stage 1.0 (TID 4)] INFO  CodeGenerator:60 - Code generated in 4.568167 ms
2024-09-18 05:13:05 [Executor task launch worker for task 1.0 in stage 1.0 (TID 2)] INFO  FileScanRDD:60 - Reading File path: file:///home/project/data/2019-10.csv, range: 134217728-268435456, partition values: [empty row]
2024-09-18 05:13:05 [Executor task launch worker for task 2.0 in stage 1.0 (TID 3)] INFO  FileScanRDD:60 - Reading File path: file:///home/project/data/2019-10.csv, range: 268435456-402653184, partition values: [empty row]
2024-09-18 05:13:05 [Executor task launch worker for task 0.0 in stage 1.0 (TID 1)] INFO  FileScanRDD:60 - Reading File path: file:///home/project/data/2019-10.csv, range: 0-134217728, partition values: [empty row]
2024-09-18 05:13:05 [Executor task launch worker for task 3.0 in stage 1.0 (TID 4)] INFO  FileScanRDD:60 - Reading File path: file:///home/project/data/2019-10.csv, range: 402653184-536870912, partition values: [empty row]
2024-09-18 05:13:08 [Executor task launch worker for task 1.0 in stage 1.0 (TID 2)] INFO  Executor:60 - Finished task 1.0 in stage 1.0 (TID 2). 1843 bytes result sent to driver
2024-09-18 05:13:08 [dispatcher-event-loop-1] INFO  TaskSetManager:60 - Starting task 4.0 in stage 1.0 (TID 5) (nn, executor driver, partition 4, PROCESS_LOCAL, 9599 bytes) 
2024-09-18 05:13:08 [Executor task launch worker for task 4.0 in stage 1.0 (TID 5)] INFO  Executor:60 - Running task 4.0 in stage 1.0 (TID 5)
2024-09-18 05:13:08 [task-result-getter-1] INFO  TaskSetManager:60 - Finished task 1.0 in stage 1.0 (TID 2) in 3208 ms on nn (executor driver) (1/43)
2024-09-18 05:13:08 [Executor task launch worker for task 4.0 in stage 1.0 (TID 5)] INFO  FileScanRDD:60 - Reading File path: file:///home/project/data/2019-10.csv, range: 536870912-671088640, partition values: [empty row]
2024-09-18 05:13:08 [Executor task launch worker for task 3.0 in stage 1.0 (TID 4)] INFO  Executor:60 - Finished task 3.0 in stage 1.0 (TID 4). 1800 bytes result sent to driver
2024-09-18 05:13:08 [dispatcher-event-loop-0] INFO  TaskSetManager:60 - Starting task 5.0 in stage 1.0 (TID 6) (nn, executor driver, partition 5, PROCESS_LOCAL, 9599 bytes) 
2024-09-18 05:13:08 [Executor task launch worker for task 5.0 in stage 1.0 (TID 6)] INFO  Executor:60 - Running task 5.0 in stage 1.0 (TID 6)
2024-09-18 05:13:08 [task-result-getter-2] INFO  TaskSetManager:60 - Finished task 3.0 in stage 1.0 (TID 4) in 3224 ms on nn (executor driver) (2/43)
2024-09-18 05:13:08 [Executor task launch worker for task 5.0 in stage 1.0 (TID 6)] INFO  FileScanRDD:60 - Reading File path: file:///home/project/data/2019-10.csv, range: 671088640-805306368, partition values: [empty row]
2024-09-18 05:13:08 [Executor task launch worker for task 0.0 in stage 1.0 (TID 1)] INFO  Executor:60 - Finished task 0.0 in stage 1.0 (TID 1). 1800 bytes result sent to driver
2024-09-18 05:13:08 [dispatcher-event-loop-1] INFO  TaskSetManager:60 - Starting task 6.0 in stage 1.0 (TID 7) (nn, executor driver, partition 6, PROCESS_LOCAL, 9599 bytes) 
2024-09-18 05:13:08 [Executor task launch worker for task 6.0 in stage 1.0 (TID 7)] INFO  Executor:60 - Running task 6.0 in stage 1.0 (TID 7)
2024-09-18 05:13:08 [Executor task launch worker for task 6.0 in stage 1.0 (TID 7)] INFO  FileScanRDD:60 - Reading File path: file:///home/project/data/2019-10.csv, range: 805306368-939524096, partition values: [empty row]
2024-09-18 05:13:08 [task-result-getter-3] INFO  TaskSetManager:60 - Finished task 0.0 in stage 1.0 (TID 1) in 3344 ms on nn (executor driver) (3/43)
2024-09-18 05:13:08 [Executor task launch worker for task 2.0 in stage 1.0 (TID 3)] INFO  Executor:60 - Finished task 2.0 in stage 1.0 (TID 3). 1800 bytes result sent to driver
2024-09-18 05:13:08 [dispatcher-event-loop-0] INFO  TaskSetManager:60 - Starting task 7.0 in stage 1.0 (TID 8) (nn, executor driver, partition 7, PROCESS_LOCAL, 9599 bytes) 
2024-09-18 05:13:08 [task-result-getter-0] INFO  TaskSetManager:60 - Finished task 2.0 in stage 1.0 (TID 3) in 3500 ms on nn (executor driver) (4/43)
2024-09-18 05:13:08 [Executor task launch worker for task 7.0 in stage 1.0 (TID 8)] INFO  Executor:60 - Running task 7.0 in stage 1.0 (TID 8)
2024-09-18 05:13:08 [Executor task launch worker for task 7.0 in stage 1.0 (TID 8)] INFO  FileScanRDD:60 - Reading File path: file:///home/project/data/2019-10.csv, range: 939524096-1073741824, partition values: [empty row]
2024-09-18 05:13:11 [Executor task launch worker for task 5.0 in stage 1.0 (TID 6)] INFO  Executor:60 - Finished task 5.0 in stage 1.0 (TID 6). 1800 bytes result sent to driver
2024-09-18 05:13:11 [dispatcher-event-loop-1] INFO  TaskSetManager:60 - Starting task 8.0 in stage 1.0 (TID 9) (nn, executor driver, partition 8, PROCESS_LOCAL, 9599 bytes) 
2024-09-18 05:13:11 [task-result-getter-1] INFO  TaskSetManager:60 - Finished task 5.0 in stage 1.0 (TID 6) in 2886 ms on nn (executor driver) (5/43)
2024-09-18 05:13:11 [Executor task launch worker for task 8.0 in stage 1.0 (TID 9)] INFO  Executor:60 - Running task 8.0 in stage 1.0 (TID 9)
2024-09-18 05:13:11 [Executor task launch worker for task 4.0 in stage 1.0 (TID 5)] INFO  Executor:60 - Finished task 4.0 in stage 1.0 (TID 5). 1800 bytes result sent to driver
2024-09-18 05:13:11 [dispatcher-event-loop-0] INFO  TaskSetManager:60 - Starting task 9.0 in stage 1.0 (TID 10) (nn, executor driver, partition 9, PROCESS_LOCAL, 9599 bytes) 
2024-09-18 05:13:11 [Executor task launch worker for task 9.0 in stage 1.0 (TID 10)] INFO  Executor:60 - Running task 9.0 in stage 1.0 (TID 10)
2024-09-18 05:13:11 [task-result-getter-2] INFO  TaskSetManager:60 - Finished task 4.0 in stage 1.0 (TID 5) in 2924 ms on nn (executor driver) (6/43)
2024-09-18 05:13:11 [Executor task launch worker for task 9.0 in stage 1.0 (TID 10)] INFO  FileScanRDD:60 - Reading File path: file:///home/project/data/2019-10.csv, range: 1207959552-1342177280, partition values: [empty row]
2024-09-18 05:13:11 [Executor task launch worker for task 6.0 in stage 1.0 (TID 7)] INFO  Executor:60 - Finished task 6.0 in stage 1.0 (TID 7). 1800 bytes result sent to driver
2024-09-18 05:13:11 [dispatcher-event-loop-1] INFO  TaskSetManager:60 - Starting task 10.0 in stage 1.0 (TID 11) (nn, executor driver, partition 10, PROCESS_LOCAL, 9599 bytes) 
2024-09-18 05:13:11 [task-result-getter-3] INFO  TaskSetManager:60 - Finished task 6.0 in stage 1.0 (TID 7) in 2804 ms on nn (executor driver) (7/43)
2024-09-18 05:13:11 [Executor task launch worker for task 10.0 in stage 1.0 (TID 11)] INFO  Executor:60 - Running task 10.0 in stage 1.0 (TID 11)
2024-09-18 05:13:11 [Executor task launch worker for task 10.0 in stage 1.0 (TID 11)] INFO  FileScanRDD:60 - Reading File path: file:///home/project/data/2019-10.csv, range: 1342177280-1476395008, partition values: [empty row]
2024-09-18 05:13:11 [Executor task launch worker for task 8.0 in stage 1.0 (TID 9)] INFO  FileScanRDD:60 - Reading File path: file:///home/project/data/2019-10.csv, range: 1073741824-1207959552, partition values: [empty row]
2024-09-18 05:13:11 [Executor task launch worker for task 7.0 in stage 1.0 (TID 8)] INFO  Executor:60 - Finished task 7.0 in stage 1.0 (TID 8). 1800 bytes result sent to driver
2024-09-18 05:13:11 [dispatcher-event-loop-0] INFO  TaskSetManager:60 - Starting task 11.0 in stage 1.0 (TID 12) (nn, executor driver, partition 11, PROCESS_LOCAL, 9599 bytes) 
2024-09-18 05:13:11 [Executor task launch worker for task 11.0 in stage 1.0 (TID 12)] INFO  Executor:60 - Running task 11.0 in stage 1.0 (TID 12)
